brand,population,slice,n_users,shape_n_days,shape_mae,shape_median_ae,shape_bias,shape_median_ape,level_n_days,level_mae,level_median_ae,level_bias,level_median_ape,adj_n_days,adj_mae,adj_median_ae,adj_bias,adj_median_ape
lonestar,Affiliate,2026-04-10,1018,120,0.10688224982784031,0.13377441902089726,-0.1068153849214218,0.18352919206539653,120,28.77342564377599,27.277475832443233,28.712647858497366,0.7490058590207472,120,0.09487304870199557,0.05979356489949883,0.0679495640181233,0.18583852307579699
lonestar,Affiliate,2026-04-11,1374,120,0.019750844851700592,0.0181457914339464,-0.014625060996332158,0.022491053575859205,120,20.12688708696276,20.471030038978284,-20.12688708696276,0.5724445522369417,120,0.16013988794321293,0.174301628867141,0.16013988794321293,0.30424482397614555
lonestar,Affiliate,2026-04-12,1021,120,0.053185366900484386,0.05378587534212459,-0.04651819163799504,0.07738011607230144,120,62.61359356593008,60.38523242054512,62.61359356593008,1.7492893608676363,120,0.13465691572996327,0.10411894966683599,0.12824675730155008,0.22811881013745522
lonestar,Affiliate,2026-04-13,1019,120,0.08687711668278159,0.045133120558620565,-0.0803296150042319,0.060270414135819905,120,168.0050859580901,189.78788529210487,167.9830341251931,5.134425215048284,120,0.13729865250737489,0.15139730556424902,0.09443533393531321,0.2755418001189754
lonestar,Affiliate,2026-04-14,983,120,0.17475725295254457,0.1863197321808381,-0.17429941829269305,0.2757864775413471,120,12.467360739369045,12.57562226273377,-12.467360739369045,0.37969067547282287,120,0.052817127315927866,0.0370168026584555,0.00046553064685206694,0.0660194508256487
lonestar,Affiliate,overall,5415,120,0.08031693122126389,0.07476229280756885,-0.07992910204767935,0.10062110179081381,120,41.60684644395927,44.50420647587531,41.44467365836566,1.211620996373064,120,0.1190383761927974,0.111157452967235,0.09483584689186575,0.23385820846583166
lonestar,Blended,2026-04-10,2204,120,0.012620714784149637,0.011337430136046267,-0.006127864075202017,0.01969193187939005,120,20.989840602870935,20.885417823712384,-20.989840602870935,0.3404350147641151,120,0.012620714784149637,0.011337430136046267,-0.006127864075202017,0.01969193187939005
lonestar,Blended,2026-04-11,2527,120,0.07307992949245852,0.09519805453833102,0.0706240059001252,0.1627186469323383,120,43.591509277165564,43.678388840182784,-43.591509277165564,0.6930411023819727,120,0.07307992949245852,0.09519805453833102,0.0706240059001252,0.1627186469323383
lonestar,Blended,2026-04-12,2216,120,0.03145297803123356,0.020245226115114423,0.029672645181205815,0.028098912276637814,120,4.472547102049756,3.663540415527242,4.357205395093052,0.04855469664121827,120,0.03145297803123356,0.020245226115114423,0.029672645181205815,0.028098912276637814
lonestar,Blended,2026-04-13,2149,120,0.04129152398247736,0.03937576561418438,0.01531322893163839,0.058231293778547605,120,43.44237106898678,51.70169989767956,43.04879440248616,0.7173956587239694,120,0.04129152398247736,0.03937576561418438,0.01531322893163839,0.058231293778547605
lonestar,Blended,2026-04-14,2184,120,0.057880750183716474,0.05603809199068863,-0.02643963803600572,0.10521059049769393,120,26.994005194971216,29.65935405686822,-26.994005194971216,0.44143248864925744,120,0.057880750183716474,0.05603809199068863,-0.02643963803600572,0.10521059049769393
lonestar,Blended,overall,11280,120,0.018047218035450143,0.013803020850610914,0.013603681338194151,0.024741344076750226,120,10.03588950810932,10.326726779909073,-10.03588950810932,0.1674379950659633,120,0.018047218035450143,0.013803020850610914,0.013603681338194151,0.024741344076750226
lonestar,Web,2026-04-10,487,120,0.049504081801093,0.04452571865517668,0.03766569512476647,0.07130249205256795,120,17.049693525590026,16.725700453271404,-17.049693525590026,0.7197235052710401,120,0.19701212749488153,0.19533140315792172,0.19701212749488153,0.42410249079339984
lonestar,Web,2026-04-11,482,120,0.15062134801700294,0.17688376875017175,0.15062134801700294,0.29861287525127483,120,9.685483283713406,8.676289455181738,-9.685483283713406,0.379982082643897,120,0.3099677803871181,0.3266561729617795,0.3099677803871181,0.7262704455008144
lonestar,Web,2026-04-12,547,120,0.06401381840008849,0.054598434271736676,0.044927010811514,0.11624369449829122,120,12.35231196985762,10.9098193170383,-12.35231196985762,0.5280068092707616,120,0.20427344318162913,0.24304320432443183,0.20427344318162913,0.40974456641771895
lonestar,Web,2026-04-13,474,120,0.040853744010310604,0.04333510667723309,0.040605640148084605,0.07266638331089532,120,13.532630955013838,13.109040931416938,-13.532630955013838,0.5700806723932048,120,0.19995207251819969,0.22643722635515767,0.19995207251819969,0.4259155370175656
lonestar,Web,2026-04-14,465,120,0.045014509262124074,0.04524156772534599,-0.031181038016714232,0.07316084212764892,120,13.298247043213102,13.978828789046947,-13.298247043213102,0.5660505519844994,120,0.12816539435340088,0.12721024979153317,0.12816539435340088,0.25882206180988404
lonestar,Web,overall,2455,120,0.051260920129102196,0.05900790332848682,0.051260920129102196,0.11186708894269645,120,13.167605004071271,12.540319755474908,-13.167605004071271,0.5452649176111387,120,0.2106073524992173,0.22927111589242316,0.2106073524992173,0.47802577007055425
realprize,Affiliate,2026-04-10,431,120,0.20811598791169475,0.22550653258533654,-0.20798549690632304,0.29989411711595093,120,52.26512541409055,51.86954426802734,51.97701110424021,2.6179340462185117,120,0.2017187980334042,0.14414015526444252,0.14513984643985153,0.6133237971730467
realprize,Affiliate,2026-04-11,417,120,0.08778780150700834,0.08105079431650491,0.08743545574251069,0.12781029424559212,120,5.020408092450105,4.825561740631908,5.020408092450105,0.2701413175496467,120,0.4405607990886853,0.47268124269698,0.4405607990886853,1.1790279171988107
realprize,Affiliate,2026-04-12,346,120,0.08165991025919217,0.062258466303288074,0.07713161572812138,0.0826703404864496,120,3.2209008180416334,3.1493375002375696,-2.3053336355547747,0.1704619971333743,120,0.430256959074296,0.4299137322581317,0.430256959074296,1.0918135869837897
realprize,Affiliate,2026-04-13,362,120,0.3176089093196116,0.35264658574595764,-0.3176089093196116,0.4313328568645382,120,19.109512066177203,16.766794691961707,19.109512066177203,1.0014704980491287,120,0.03707533419557914,0.030364105686895987,0.03551643402656287,0.09871455049516316
realprize,Affiliate,2026-04-14,266,120,0.054314227500357075,0.03301092286226592,-0.04222138343963027,0.04495815402137284,120,37.65905130361684,39.26837628135532,37.63618621356224,1.9944655879845712,120,0.31538244899421763,0.3264837569680741,0.3109039599065443,0.8452241969227345
realprize,Affiliate,overall,1822,120,0.1654940786005352,0.16688272788587216,-0.1654940786005352,0.2431492657906744,120,22.297928333337527,22.001191249621222,22.297928333337527,1.1104404977436362,120,0.18857695844843672,0.18021785703953871,0.18763126474563932,0.4623016720180848
realprize,App,2026-04-10,592,120,0.12233288565019293,0.08321983429578061,-0.0880874678266846,0.10244203257269086,120,8.329706470663162,7.954598926539212,7.032622126061048,0.4799973522662906,120,0.15688209392592373,0.14499043442339016,0.0711991908650913,0.3189657184098446
realprize,App,2026-04-11,624,120,0.14894208500708242,0.14516142535634946,0.1301618655147088,0.20762500124878555,120,74.77543657555712,86.03188905365957,74.77465196479402,4.551853338542273,120,0.2967580783152612,0.33098417339124775,0.28944852420648465,0.5503187272619428
realprize,App,2026-04-12,679,120,0.025981032900045366,0.01858640143461482,-0.018212336318500996,0.028211949026953047,120,6.603484396929174,6.7492298306070255,-6.603484396929174,0.4024074004316559,120,0.1478993505451071,0.1437501072293459,0.1410743223732749,0.27539682913035074
realprize,App,2026-04-13,726,120,0.06956717893818981,0.0768867585052162,0.01631021685018044,0.1181647103767445,120,57.48496759118508,66.87134128835987,57.46522916931297,3.6079610868141088,120,0.18585317575266605,0.23117289688034354,0.17559687554195638,0.3743740325803343
realprize,App,2026-04-14,334,120,0.04393658360023007,0.032121629625889714,-0.01248334107446374,0.044372569916818747,120,5.033820921964523,4.969123888661606,-5.033820921964523,0.2952114555305313,120,0.1497040245683846,0.1763600848956513,0.1468033176173122,0.30311096637668167
realprize,App,overall,2955,120,0.07695297313815438,0.0843148060129113,0.04342039062999934,0.11426619702598201,120,29.26335885103788,34.148033370106134,29.230927041668277,1.8642321550846819,120,0.20995696284291027,0.25691514942549215,0.20270704932177525,0.43133797154106923
realprize,Blended,2026-04-10,1424,120,0.06985535323612495,0.07887753083522447,-0.06954774180660615,0.12603639696596575,120,7.747964137557435,5.71346756384764,6.246008344007274,0.25963231565666145,120,0.06985535323612495,0.07887753083522447,-0.06954774180660615,0.12603639696596575
realprize,Blended,2026-04-11,1479,120,0.10749273606118527,0.09006441867007431,0.10333368321544373,0.14781258875537834,120,23.61539103251163,25.59786977165549,23.58927084905611,0.6636437478060597,120,0.10749273606118527,0.09006441867007431,0.10333368321544373,0.14781258875537834
realprize,Blended,2026-04-12,1490,120,0.19709816893991228,0.19857487172568764,-0.19705646242321045,0.3602328144071605,120,12.75389849986561,7.385589220920728,9.541490319819808,0.3289131598296513,120,0.19709816893991228,0.19857487172568764,-0.19705646242321045,0.3602328144071605
realprize,Blended,2026-04-13,1655,120,0.05081519367257236,0.05223102923603917,-0.013804436083546878,0.07700469750218844,120,14.205798767726254,15.268015687447054,14.154251372524307,0.41952546548806735,120,0.05081519367257236,0.05223102923603917,-0.013804436083546878,0.07700469750218844
realprize,Blended,2026-04-14,1048,120,0.028577470996577346,0.02407801607374571,0.0038584029214630473,0.038170002377503676,120,11.865381562570276,10.670605613375152,11.845156647713994,0.34823152736772633,120,0.028577470996577346,0.02407801607374571,0.0038584029214630473,0.038170002377503676
realprize,Blended,overall,7096,120,0.04596141700020636,0.05040841028506149,-0.04494502877096099,0.06840534238073512,120,13.292767139891158,13.854652236734609,13.22416547808397,0.39826534178305767,120,0.04596141700020636,0.05040841028506149,-0.04494502877096099,0.06840534238073512
realprize,Web,2026-04-10,12,120,0.08501189099279323,0.03975595398183851,-0.05439004276687051,0.05537052569999708,120,10.772058189699093,10.495830826650131,10.772058189699093,9.772273912337528,120,0.3319182313108129,0.30313209227182525,0.29783814923708896,0.870486133309553
realprize,Web,2026-04-11,15,120,0.23192687000765963,0.24970723518540894,0.23192687000765963,0.39017161506668085,120,1.7256984674768712,1.673725456401475,1.7256984674768712,1.6265849994980626,120,0.5841550620116192,0.5680408228882883,0.5841550620116192,1.6859328863937582
realprize,Web,2026-04-12,9,120,0.2585709293435032,0.29204645090827425,0.07821328317199137,0.412527034467694,120,0.5307126436342401,0.5776127528724471,-0.5307126436342401,0.4343632846112451,120,0.5237900772717066,0.5521183481081926,0.4304414751759509,1.2327405039507946
realprize,Web,2026-04-13,15,120,0.2349206593796331,0.21062940752323808,0.22749378219464286,0.31437233679380727,120,17.348965134143537,18.04541758547147,17.348965134143537,14.748229631810439,120,0.5821797375545648,0.5820751056013649,0.5797219741986024,1.4981016605705522
realprize,Web,2026-04-14,14,120,0.16190163088770054,0.1219973561634688,0.14904661650532472,0.1556105843618015,120,0.7829884372850339,0.7071385976126761,-0.7829884372850339,0.6889171467175272,120,0.5012748085092842,0.5385120272778935,0.5012748085092842,1.2327405039507946
realprize,Web,overall,65,120,0.13224953146853205,0.12750281546736897,0.1184445338792028,0.18071391949440735,120,6.148406159784563,6.407779544598849,6.148406159784563,5.2428609441817295,120,0.4725521063285786,0.5076431661915719,0.4706727258831622,1.2226407750603636
